object_id,ifc_guid,category,ifc_class,predefined_type,effective_type,object_type,old_schedule_zone,proposed_zones,quantity_role
P2_R03-001,2C7HcL1ezQQwv_LcGbsLaO,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-002,1ys5x7pcXNCv0Xi5TmbGpz,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-003,1lvC3XDhXQufGjMTYG3rWP,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-004,3b9vaiVdrReu0k98j$dMsP,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-005,2PRivOwW9VNuUOzJNC1Km6,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-006,1M7DbCUDHPH8HWukDThCc_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-007,1p0LDVLRLPzR4h5P13Htur,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-008,0_ERlnnBfTDugZu$_L5QH$,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-009,1xDoz_yXjL7fGebA$X1Mq6,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-010,3vTIejixPK0QGzLwgJA9jH,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-011,1Gqbl1DU1HBxjzgQFLCsVo,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-012,3_4rXW_WvMhA6vZbL76WHI,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-013,0d4vRAQjDUNxJ0tVVB0HsL,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-014,2ywJGX0KvOUhAucWSIYwjP,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-015,0HamKLGJHGwQezYYD9Avq6,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-016,0be43HZSDPKg7BWdha3fQy,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-017,1aJvheSx5S1uVHb$Ad7tNF,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-018,2RnalGdSLTm8Y_k9RSOrFf,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-019,3vrR3taxXUJhWrChWaO7cb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-020,2FyLBtudDNWBG8yjISab6n,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-021,1YOU7y3K1JBeRUxnTH2IDQ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-022,2oQqVZ8mvVMe0rU9yiHvhG,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-023,2NiJThPrHPzOtgabjoFLgJ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-024,32$_t4EBfJbRGDOvEaKANU,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-025,3nom9bvF1VNQKxr_QQYPI1,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-026,0Cg5b1nUfVRQcKkVIzzAPx,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-027,25WLYHTdTNyxkcAqy$fbD4,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-028,2PLxBply9KcOtdO1hX5oet,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-029,3tYXHHz8zRdxBX6lxUJXtn,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-030,0XlZJjA8PSgOza8AGPadFA,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-031,25Y8LQHT1UnwKrO$MjbEhf,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-032,2fqQlDxPXLX8$nGBlQy0FG,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-033,2ApB9owwvJe8iIfnbf6XiL,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-034,0uWUEIc3bQbRZQLXAv0BCt,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-035,0gE7XTeg9UCxRk_sNFRYtD,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-036,3sY0mVJSPGgO69v7FzOThX,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-037,1XaTKWsIfJDQGr5YW8SjZg,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-038,0zUH97VuPVefMI3gi$P$gf,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-039,1Q8g7NuYnUnhR6Y5NCcP2x,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-040,3IvRzWHuLOiPNWxYqrl7oM,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-041,302PGIBvrQ$fdD0eYsfvSX,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-042,0If1iBtWDUveixsKq9L8c8,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-043,3P8U0B8h9GMfSKPNTeMYIs,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-044,1sckp7689V1QEsB_lMEtN5,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-045,0i4FyfagTHVxLqyCUoNuOh,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-046,0Hpt5nViTM8Aj9y_R6JL$j,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-047,3oMIVpmXvSUeY49fan8Kpw,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-048,279s2tXrTPYvYzG7R12eXk,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-049,1AGMkMHibRdAmeDYhL1fLo,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-050,1GQy9jbA5Hfvw84RizJSvr,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-051,3McPgNNGTLWwMKmiojwCAc,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-052,1NhboNSMHNZREObV6p7jEI,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-053,3Gome6L9HKgAgo9v5vrpIS,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-054,1_w6_PJnjG$v9AnZsg1v45,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-055,0_YUKAHXXNZgGusAaO1og0,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-056,2fEXNEBs5O5eq2DqlXkZ3O,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-057,1fLVLTL9TNkQ6fPpeq3rJG,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-058,37lmDcfN9KxxN6PMVtAwnL,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-059,21WcP9kBDGUAiX4XY72gQW,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-060,1tDUGA34jOxQ2ipe9qgJzg,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-061,09Rp2jQgTRWP$3w7iGHoCO,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-062,24CvRaiinKlhpHdLltYu5E,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-063,1gID4LdiXH9u2ZJ_6$MROe,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-064,0OyTmxT3LUKuQmYmtyKdeV,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-065,1KtWSyVbnV5fculDzmJqoP,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-066,1wqOxGRMnHZw9RjxSVTD5e,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-067,2_s9botu1LxQ8cMmdAwMHc,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-068,0LbSE$KPXV3gOF7uoPjIZM,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-069,2_QzP7IvXTXO$jQmkteDEN,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-070,0wQ9Dpkk1G2eqNUPQgRi3d,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-071,0Xbs78gpPSL8UTBCQ80Nyp,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_R03-072,1Xw_sB2F9Ox8swOnwvswjy,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-073,1V3l36eAbHpAONorOuojvD,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-074,0E8DIS$OHUpuGgKYjL2wn3,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-075,0dniKJ6ZfK$BtSWr73Ikh8,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_R03-076,37i7SM67DHZOHxfS8VJftR,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-001,3XL$dORZLJbuccbS1wcXL5,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-002,0STGURFt1RWuwFdIFoKMSX,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-003,1pRV0dxOLQy9v2Q0B0JgUQ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-004,0wqR5kpOjMCAiWqrvCV9_6,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-005,20Ge7Cs45Ri8Awst2jO2k4,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-006,1zRHdBPA5SRx9sM50AKOSb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-007,0AC98q_yjOThIyGA7TzIYB,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-008,39iEr0cZ1Vbg8aSsv5LOfu,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-009,35Ckl215zN2gr9Q0oLxY8w,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-010,2yQb1ROo5HtPZN_oqN$W0J,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-011,0yZieefDDHR8s2HdaxaVJ5,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-012,3MOWxa2snIRQu4mW7px2fp,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-013,0BKp8d_$jQJ9P4PUJrQ$62,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-014,1ctuk0YKDMXQK0YicJqST$,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-015,3zGPZ8pg1KLBxIKqG8JOfO,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-016,14jnEuBZ9Te852E2cYwC5z,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-017,06YziVyCrO2AyAeTDGRjQx,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-018,2x$uFWaRLRihGbNemrUHW3,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-019,1vW9PSIvPS4QcvDu96Yems,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-020,1ehiW8qHPNS8t1QhM6fHBM,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-021,2Bs3$hCbLNwRrmFqOHzEFO,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-022,1NmETY7q9NfgSkK1YKkYhz,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-023,0EN$$V2tTPXgzT2qCJFX2u,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-024,27H_KfMsXIyxiAhqfUGLzb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-025,1r7KgbylbV2ujfkFzZNqVb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-026,2g2fIIdDvIIPBQN8huBwlx,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-027,2ZLwja9kXJ9OPL9DCsiTr6,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-028,2gHpCQmZ1M5OPsaz73qpyJ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-029,2Y5RAR_DPNRgQ_v22ZQuNp,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-030,30OZHPOu9Giup5ajdLOBsf,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-031,1XzgWvbV5TzOObVbwlpUrh,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-032,2FBB4m$9nJBvlCXxm4sySD,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-033,29aUJ7y1nMchP7IO1V5jf$,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-034,3XSfoBALrT4ugeTvZazjQs,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-035,3ucbViVAXLghcv33Tl7Kx9,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-036,3fq$_8HhLH5gTGYoGdxQHN,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-037,1ea8QHOZnJVhF8Z01T93b4,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-038,2Oj$5MA45NkBgk6KEW8t7Z,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-039,3MxcK6OsbLI9TlFeZWYt5N,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-040,1vwClNQWDKwRTMX71HIP_d,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-041,285s2VJPjTd9j$N_$gof1K,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-042,1VYUkiiOHOue5xs$yKADFy,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-043,0zUc5ZUMPMCvVrS0jziVoW,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-044,3PFG1bzcHRxBJsymqcLYh6,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-045,0P7GlhzlbMrfIxv0LvqrEk,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-046,0VXTvsh6DJPvzRlif7TOKB,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-047,18BEJ3$UzLn9jZJLWnSHS_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-048,0dI0EeZwDJc86wFzU10GqN,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-049,2pwoBG4w9LnPUitYel$2NY,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-050,0n78uH6JHVRg0d3WK0LEpS,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-051,2JIQZzDlzMmfRrwLpERfpw,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-052,1ihe_82mrR0Pmv7mZP3fyI,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-053,1AD7sux2DVdvjrWZoDhqmb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-054,2LjMcTjcHHrxanBgHGQEe7,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-055,28thloXMPVieSCkV8HfOvl,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-056,3W6OT$g5nUeAsFOVkQuije,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-057,3vSX2UZTHLiu_iNKvHRpzj,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-058,1LTcUdegLGz9BbGcEyUnxN,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-059,2u3hpRnx5Vh9ar1ZtXX7H9,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-060,26zSsWTCrG_AWexUwirCjK,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-061,3o4G9qZnLMl8fJIUV$Pky_,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-062,3ZoedHQUjTL9ODlH4vErdE,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-063,1Y3sRN2RPTiQUaI1sixYQ2,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-064,0KgiBE7hzL7Ook8$6XkNLb,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-065,1_TYfzMVPTWw4$uiav6QAg,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-066,2$YKdw_HTGsQOiDCCa6g8I,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-067,1uvzxM2v5MPBAktGrQ9Y9j,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,A,B,INDIVIDUAL_PLANT_COUNT
P2_S02-068,06J$AQuHvUNwOKFMR8TSrQ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-069,0T5wLhx1PRaRnCO6q26nWQ,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-070,3mN3O593DOKBYhTAyFHrKv,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
